id;name;gender;birthdate;birthcountry;birthcontinent
205;John H. Northrop;male;1891-07-05;USA;North America
109;John H. Van Vleck;male;1899-03-13;USA;North America
566;John Hume;male;1937-01-18;Northern Ireland;Europe
792;John L. Hall;male;1934-08-21;USA;North America
314;John Macleod;male;1876-09-06;Scotland;Europe
903;John O'Keefe;male;1939-11-18;USA;North America
291;John Pople;male;1925-10-31;United Kingdom;Europe
681;John R. Hicks;male;1904-04-08;United Kingdom;Europe
507;John R. Mott;male;1865-05-25;USA;North America
427;John R. Vane;male;1927-03-29;United Kingdom;Europe
634;John Steinbeck;male;1902-02-27;USA;North America
574;José Echegaray;male;1832-04-19;Spain;Europe
563;José Ramos-Horta;male;1949-12-26;East Timor;Oceania
675;José Saramago;male;1922-11-16;Portugal;Europe
664;Joseph Brodsky;male;1940-05-24;USSR;Europe
442;Joseph E. Murray;male;1919-04-01;USA;North America
746;Joseph E. Stiglitz;male;1943-02-09;USA;North America
337;Joseph Erlanger;male;1874-01-05;USA;North America
144;Joseph H. Taylor Jr.;male;1941-03-29;USA;North America
433;Joseph L. Goldstein;male;1940-04-18;USA;North America
560;Joseph Rotblat;male;1908-11-04;Russian Empire;Europe
1008;Joshua D. Angrist;male;1960-00-00;USA;North America
366;Joshua Lederberg;male;1925-05-23;USA;North America
934;Juan Manuel Santos;male;1951-08-10;Colombia;South America
627;Juan Ramón Jiménez;male;1881-12-24;Spain;Europe
862;Jules A. Hoffmann;male;1941-08-02;Luxembourg;Europe
309;Jules Bordet;male;1870-06-13;Belgium;Europe
85;Julian Schwinger;male;1918-02-12;USA;North America
396;Julius Axelrod;male;1912-05-30;USA;North America
317;Julius Wagner-Jauregg;male;1857-03-07;Austria;Europe
131;K. Alex Müller;male;1927-04-20;Switzerland;Europe
120;Kai M. Siegbahn;male;1918-04-20;Sweden;Europe
913;Kailash Satyarthi;male;1954-01-11;India;Asia
586;Karl Gjellerup;male;1857-06-02;Denmark;Europe
321;Karl Landsteiner;male;1868-06-14;Austrian Empire;Europe
400;Karl von Frisch;male;1886-11-20;Austria;Europe
228;Karl Ziegler;male;1898-11-26;Germany;Europe
278;Kary B. Mullis;male;1944-12-28;USA;North America
947;Kazuo Ishiguro;male;1954-11-08;Japan;Asia
386;Keffer Hartline;male;1903-12-22;USA;North America
257;Kenichi Fukui;male;1918-10-04;Japan;Asia
121;Kenneth G. Wilson;male;1936-06-08;USA;North America
682;Kenneth J. Arrow;male;1921-08-23;USA;North America
671;Kenzaburo Oe;male;1935-01-31;Japan;Asia
725;Kim Dae-jung;male;1925-12-03;Korea;Asia
943;Kip S. Thorne;male;1940-06-01;USA;North America
473;Klas Pontus Arnoldson;male;1844-10-27;Sweden;Europe
1000;Klaus Hasselmann;male;1931-10-25;Germany;Europe
126;Klaus von Klitzing;male;1943-06-28;German-occupied Poland;Europe
589;Knut Hamsun;male;1859-08-04;Norway;Europe
749;Kofi Annan;male;1938-04-08;Gold Coast;Africa
757;Koichi Tanaka;male;1959-08-03;Japan;Asia
378;Konrad Bloch;male;1912-01-21;Germany;Europe
401;Konrad Lorenz;male;1903-11-07;Austria;Europe
850;Konstantin Novoselov;male;1974-08-23;Russia;Europe
211;Kurt Alder;male;1902-07-10;Prussia;Europe
758;Kurt Wüthrich;male;1938-10-04;Switzerland;Europe
236;Lars Onsager;male;1903-11-27;Norway;Europe
895;Lars Peter Hansen;male;1952-10-26;USA;North America
21;Lawrence Bragg;male;1890-03-31;Australia;Oceania
694;Lawrence R. Klein;male;1920-09-14;USA;North America
531;Le Duc Tho ;male;1911-10-14;Vietnam;Asia
523;NA;NA;NA;NA;NA
545;Lech Walesa;male;1943-09-29;Poland;Europe
735;Leland Hartwell;male;1939-10-30;USA;North America
97;Leo Esaki;male;1925-03-12;Japan;Asia
484;Léon Bourgeois;male;1851-05-21;France;Europe
512;Léon Jouhaux;male;1879-07-01;France;Europe
132;Leon M. Lederman;male;1922-07-15;USA;North America
95;Leon N. Cooper;male;1930-02-28;USA;North America
820;Leonid Hurwicz;male;1917-08-21;Russia;Europe
686;Leonid Vitaliyevich Kantorovich;male;1912-01-19;Russian Empire;Europe
200;Leopold Ruzicka;male;1887-09-13;Austria-Hungary;Europe
516;Lester Bowles Pearson;male;1897-04-23;Canada;North America
77;Lev Landau;male;1908-01-22;Russian Empire;Asia
870;Leymah Gbowee;female;1972-02-01;Liberia;Africa
775;Linda B. Buck;female;1947-01-29;USA;North America
217;Linus Pauling;male;1901-02-28;USA;North America
217;Linus Pauling;male;1901-02-28;USA;North America
855;Liu Xiaobo;male;1955-12-28;China;Asia
883;Lloyd S. Shapley;male;1923-06-02;USA;North America
510;Lord Boyd Orr;male;1880-09-23;Scotland;Europe
8;Lord Rayleigh;male;1842-11-12;United Kingdom;Europe
221;Lord Todd;male;1907-10-02;Scotland;Europe
36;Louis de Broglie;male;1892-08-15;France;Europe
459;Louis J. Ignarro;male;1941-05-31;USA;North America
92;Louis Néel;male;1904-11-22;France;Europe
472;Louis Renault;male;1843-05-21;France;Europe
993;Louise Glück;female;1943-04-22;USA;North America
825;Luc Montagnier;male;1932-08-18;France;Europe
493;Ludwig Quidde;male;1858-03-23;Germany;Europe
607;Luigi Pirandello;male;1867-06-28;Italy;Europe
89;Luis Alvarez;male;1911-06-13;USA;North America
239;Luis Leloir;male;1906-09-06;France;Europe
977;M. Stanley Whittingham;male;1941-12-22;United Kingdom;Europe
536;Mairead Corrigan;female;1944-01-27;Northern Ireland;Europe
827;Makoto Kobayashi;male;1944-04-07;Japan;Asia
914;Malala Yousafzai;female;1997-07-12;Pakistan;Asia
233;Manfred Eigen;male;1927-05-09;Germany;Europe
29;Manne Siegbahn;male;1886-12-03;Sweden;Europe
79;Maria Goeppert Mayer;female;1906-06-28;Germany;Europe
1005;Maria Ressa;female;1963-10-02;Philippines;Asia
6;Marie Curie;female;1867-11-07;Russian Empire;Europe
6;Marie Curie;female;1867-11-07;Russian Empire;Europe
282;Mario J. Molina;male;1943-03-19;Mexico;North America
811;Mario R. Capecchi;male;1937-10-06;Italy;Europe
854;Mario Vargas Llosa;male;1936-03-28;Peru;South America
390;Marshall W. Nirenberg;male;1927-04-10;USA;North America
830;Martin Chalfie;male;1947-01-15;USA;North America
889;Martin Karplus;male;1930-03-15;Austria;Europe
147;Martin L. Perl;male;1927-06-24;USA;North America
524;Martin Luther King Jr.;male;1929-01-15;USA;North America
451;Martin Rodbell;male;1925-12-01;USA;North America
100;Martin Ryle;male;1918-09-27;United Kingdom;Europe
159;Martinus J.G. Veltman;male;1931-06-27;the Netherlands;Europe
833;Martti Ahtisaari;male;1937-06-23;Finland;Europe
754;Masatoshi Koshiba;male;1926-09-19;Japan;Asia
702;Maurice Allais;male;1911-05-31;France;Europe
581;Maurice Maeterlinck;male;1862-08-29;Belgium;Europe
374;Maurice Wilkins;male;1916-12-15;New Zealand;Oceania
61;Max Born;male;1882-12-11;Germany;Europe
391;Max Delbrück;male;1906-09-04;Germany;Europe
226;Max F. Perutz;male;1914-05-19;Austria;Europe
23;Max Planck;male;1858-04-23;Schleswig;Europe
352;Max Theiler;male;1899-01-30;South Africa;Africa
19;Max von Laue;male;1879-10-09;Germany;Europe
904;May-Britt Moser;female;1963-01-04;Norway;Europe
568;NA;NA;NA;NA;NA
225;Melvin Calvin;male;1911-04-08;USA;North America
133;Melvin Schwartz;male;1932-11-02;USA;North America
539;Menachem Begin;male;1913-08-16;Russian Empire;Europe
705;Merton H. Miller;male;1923-05-16;USA;North America
986;Michael Houghton;male;NA;NA;NA
984;Michael Kremer;male;1964-11-12;USA;North America
890;Michael Levitt;male;1947-05-09;South Africa;Africa
939;Michael Rosbash;male;1944-03-07;USA;North America
432;Michael S. Brown;male;1941-04-13;USA;North America
279;Michael Smith;male;1932-04-26;United Kingdom;Europe
940;Michael W. Young;male;1949-03-28;USA;North America
974;Michel Mayor;male;1942-01-12;Switzerland;Europe
641;Miguel Angel Asturias;male;1899-10-19;Guatemala;North America
552;Mikhail Gorbachev;male;1931-03-02;USSR;Europe
638;Mikhail Sholokhov;male;1905-05-24;Russia;Europe
688;Milton Friedman;male;1912-07-31;USA;North America
880;Mo Yan;male;1955-02-02;China;Asia
798;Mohamed ElBaradei;male;1942-06-17;Egypt;Africa
540;Mother Teresa;female;1910-08-26;Ottoman Empire;Europe
809;Muhammad Yunus;male;1940-06-28;British India;Asia
90;Murray Gell-Mann;male;1929-09-15;USA;North America
718;Myron Scholes;male;1941-07-01;Canada;North America
967;Nadia Murad;female;1993-00-00;Iraq;Asia
668;Nadine Gordimer;female;1923-11-20;South Africa;Africa
665;Naguib Mahfouz;male;1911-12-11;Egypt;Africa
503;NA;NA;NA;NA;NA
495;Nathan Söderblom;male;1866-01-15;Sweden;Europe
925;NA;NA;NA;NA;NA
640;Nelly Sachs;female;1891-12-10;Germany;Europe
555;Nelson Mandela;male;1918-07-18;South Africa;Africa
497;Nicholas Murray Butler;male;1862-04-02;USA;North America
118;Nicolaas Bloembergen;male;1920-03-11;the Netherlands;Europe
82;Nicolay G. Basov;male;1922-12-14;USSR;Europe
27;Niels Bohr;male;1885-10-07;Denmark;Europe
429;Niels K. Jerne;male;1911-12-23;United Kingdom;Europe
295;Niels Ryberg Finsen;male;1860-12-15;Faroe Islands (Denmark);Europe
402;Nikolaas Tinbergen;male;1907-04-15;the Netherlands;Europe
220;Nikolay Semenov;male;1896-04-03;Russia;Europe
528;Norman Borlaug;male;1914-03-25;USA;North America
135;Norman F. Ramsey;male;1915-08-27;USA;North America
196;Norman Haworth;male;1883-03-19;United Kingdom;Europe
667;Octavio Paz;male;1914-03-31;Mexico;North America
238;Odd Hassel;male;1897-05-17;Norway;Europe
655;Odysseus Elytis;male;1911-11-02;Crete;Europe
515;NA;NA;NA;NA;NA
515;NA;NA;NA;NA;NA
979;Olga Tokarczuk;female;1962-01-29;Poland;Europe
847;Oliver E. Williamson;male;1932-09-27;USA;North America
935;Oliver Hart;male;1948-10-09;United Kingdom;Europe
813;Oliver Smithies;male;1925-06-23;United Kingdom;Europe
893;NA;NA;NA;NA;NA
808;Orhan Pamuk;male;1952-06-07;Turkey;Asia
829;Osamu Shimomura;male;1928-08-27;Japan;Asia
549;Oscar Arias Sánchez;male;1940-09-13;Costa Rica;North America
210;Otto Diels;male;1876-01-23;Germany;Europe
202;Otto Hahn;male;1879-03-08;Germany;Europe
331;Otto Loewi;male;1873-06-03;Germany;Europe
312;Otto Meyerhof;male;1884-04-12;Germany;Europe
48;Otto Stern;male;1888-02-17;Germany;Europe
169;Otto Wallach;male;1847-03-27;Germany;Europe
322;Otto Warburg;male;1883-10-08;Germany;Europe
73;Owen Chamberlain;male;1920-07-10;USA;North America
35;Owen Willans Richardson;male;1879-04-26;United Kingdom;Europe
645;Pablo Neruda;male;1904-07-12;Chile;South America
622;Pär Lagerkvist;male;1891-05-23;Sweden;Europe
53;Patrick M.S. Blackett;male;1897-11-18;United Kingdom;Europe
912;Patrick Modiano;male;1945-07-30;France;Europe
648;Patrick White;male;1912-05-28;United Kingdom;Europe
679;Paul A. Samuelson;male;1915-05-15;USA;North America
40;Paul A.M. Dirac;male;1902-08-08;United Kingdom;Europe
254;Paul Berg;male;1926-06-30;USA;North America
764;Paul C. Lauterbur;male;1929-05-06;USA;North America
287;Paul D. Boyer;male;1918-07-31;USA;North America
302;Paul Ehrlich;male;1854-03-14;Prussia;Europe
723;Paul Greengard;male;1925-12-11;USA;North America
476;Paul Henri d'Estournelles de Constant;male;1852-11-22;France;Europe
580;Paul Heyse;male;1830-03-15;Prussia;Europe
281;Paul J. Crutzen;male;1933-12-03;the Netherlands;Europe
246;Paul J. Flory;male;1910-06-19;USA;North America
197;Paul Karrer;male;1889-04-21;Russia;Europe
834;Paul Krugman;male;1953-02-28;USA;North America
969;Paul M. Romer;male;1955-00-00;USA;North America
922;Paul Modrich;male;1946-06-13;USA;North America
346;Paul Müller;male;1899-01-12;Switzerland;Europe
995;Paul R. Milgrom;male;1948-04-20;USA;North America
173;Paul Sabatier;male;1854-11-05;France;Europe
70;Pavel A. Cherenkov;male;1904-07-28;Russia;Europe
610;Pearl Buck;female;1892-06-26;USA;North America
51;Percy W. Bridgman;male;1882-04-21;USA;North America
477;NA;NA;NA;NA;NA
856;Peter A. Diamond;male;1940-04-29;USA;North America
769;Peter Agre;male;1949-01-30;USA;North America
455;Peter C. Doherty;male;1940-10-15;Australia;Oceania
195;Peter Debye;male;1884-03-24;the Netherlands;Europe
815;Peter Grünberg;male;1939-05-18;Czechoslovakia;Europe
980;Peter Handke;male;1942-12-06;Austria;Europe
888;Peter Higgs;male;1929-05-29;United Kingdom;Europe
370;Peter Medawar;male;1915-02-28;Brazil;South America
251;Peter Mitchell;male;1920-09-29;United Kingdom;Europe
383;Peyton Rous;male;1879-10-05;USA;North America
518;Philip Noel-Baker;male;1889-11-01;United Kingdom;Europe
351;Philip S. Hench;male;1896-02-28;USA;North America
107;Philip W. Anderson;male;1923-12-13;USA;North America
9;Philipp Lenard;male;1862-06-07;Hungary;Europe
449;Phillip A. Sharp;male;1944-06-06;USA;North America
5;Pierre Curie;male;1859-05-15;France;Europe
141;Pierre-Gilles de Gennes;male;1932-10-24;France;Europe
3;Pieter Zeeman;male;1865-05-25;the Netherlands;Europe
64;Polykarp Kusch;male;1911-01-26;Germany;Europe
561;NA;NA;NA;NA;NA
110;Pyotr Kapitsa;male;1894-07-09;Russian Empire;Europe
583;Rabindranath Tagore;male;1861-05-07;India;Asia
677;Ragnar Frisch;male;1895-03-03;Norway;Europe
385;Ragnar Granit;male;1900-10-30;Russian Empire;Europe
941;Rainer Weiss;male;1932-09-29;Germany;Europe
511;Ralph Bunche;male;1904-08-07;USA;North America
863;Ralph M. Steinman;male;1943-01-14;Canada;North America
466;Randal Cremer;male;1828-03-18;United Kingdom;Europe
885;Randy W. Schekman;male;1948-12-30;USA;North America
753;Raymond Davis Jr.;male;1914-10-14;USA;North America
989;Reinhard Genzel;male;1952-03-24;Germany;Europe
713;Reinhard Selten;male;1930-10-05;Germany;Europe
407;Renato Dulbecco;male;1914-02-22;Italy;Europe
526;René Cassin;male;1887-10-05;France;Europe
755;Riccardo Giacconi;male;1931-10-06;Italy;Europe
774;Richard Axel;male;1946-07-02;USA;North America
286;Richard E. Smalley;male;1943-06-06;USA;North America
140;Richard E. Taylor;male;1929-11-02;Canada;North America
851;Richard F. Heck;male;1931-08-15;USA;North America
949;Richard H. Thaler;male;1945-09-12;USA;North America
946;Richard Henderson;male;1945-07-19;Scotland;Europe
448;Richard J. Roberts;male;1943-09-06;United Kingdom;Europe
198;Richard Kuhn;male;1900-12-03;Austria-Hungary;Europe
215;Richard L.M. Synge;male;1914-10-28;United Kingdom;Europe
86;Richard P. Feynman;male;1918-05-11;USA;North America
276;Richard R. Ernst;male;1933-08-14;Switzerland;Europe
796;Richard R. Schrock;male;1945-01-04;USA;North America
698;Richard Stone;male;1913-08-30;United Kingdom;Europe
176;Richard Willstätter;male;1872-08-13;Germany;Europe
182;Richard Zsigmondy;male;1865-04-01;Austrian Empire;Europe
554;Rigoberta Menchú Tum;female;1959-01-09;Guatemala;North America
435;Rita Levi-Montalcini;female;1909-04-22;Italy;Europe
258;Roald Hoffmann;male;1937-07-18;Poland;Europe
28;Robert A. Millikan;male;1868-03-22;USA;North America
155;Robert B. Laughlin;male;1950-11-01;USA;North America
996;Robert B. Wilson;male;1937-05-16;USA;North America
231;Robert B. Woodward;male;1917-04-10;USA;North America
308;Robert Bárány;male;1876-04-22;Austria;Europe
717;Robert C. Merton;male;1944-07-31;USA;North America
151;Robert C. Richardson;male;1937-06-26;USA;North America
502;Robert Cecil, Viscount Cecil of Chelwood;male;1864-09-14;United Kingdom;Europe
714;Robert E. Lucas Jr.;male;1937-09-15;USA;North America
284;Robert F. Curl Jr.;male;1933-08-23;USA;North America
771;Robert F. Engle III;male;1942-11-10;USA;North America
458;Robert F. Furchgott;male;1916-06-04;USA;North America
848;Robert G. Edwards;male;1925-09-27;United Kingdom;Europe
795;Robert H. Grubbs;male;1942-02-27;USA;North America
75;Robert Hofstadter;male;1915-02-05;USA;North America
271;Robert Huber;male;1937-02-20;Germany;Europe
799;Robert J. Aumann;male;1930-06-08;Germany;Europe
878;Robert J. Lefkowitz;male;1943-04-15;USA;North America
896;Robert J. Shiller;male;1946-03-29;USA;North America
297;Robert Koch;male;1843-12-11;Germany;Europe
701;Robert M. Solow;male;1924-08-23;USA;North America
720;Robert Mundell;male;1932-10-24;Canada;North America
232;Robert S. Mulliken;male;1896-06-07;USA;North America
96;Robert Schrieffer;male;1931-05-31;USA;North America
709;Robert W. Fogel;male;1927-07-01;USA;North America
388;Robert W. Holley;male;1922-01-28;USA;North America
112;Robert Woodrow Wilson;male;1936-01-10;USA;North America
770;Roderick MacKinnon;male;1956-02-19;USA;North America
399;Rodney R. Porter;male;1917-10-08;United Kingdom;Europe
822;Roger B. Myerson;male;1951-03-29;USA;North America
806;Roger D. Kornberg;male;1947-04-24;USA;North America
411;Roger Guillemin;male;1924-01-11;France;Europe
609;Roger Martin du Gard;male;1881-03-23;France;Europe
988;Roger Penrose;male;1931-08-08;United Kingdom;Europe
422;Roger W. Sperry;male;1913-08-20;USA;North America
831;Roger Y. Tsien;male;1952-02-01;USA;North America
456;Rolf M. Zinkernagel;male;1944-01-06;Switzerland;Europe
584;Romain Rolland;male;1866-01-29;France;Europe
234;Ronald G.W. Norrish;male;1897-11-09;United Kingdom;Europe
707;Ronald H. Coase;male;1910-12-29;United Kingdom;Europe
294;Ronald Ross;male;1857-05-13;India;Asia
413;Rosalyn Yalow;female;1921-07-19;USA;North America
791;Roy J. Glauber;male;1925-09-01;USA;North America
578;Rudolf Eucken;male;1846-01-05;East Friesland;Europe
76;Rudolf Mössbauer;male;1929-01-31;Germany;Europe
277;Rudolph A. Marcus;male;1923-07-21;Canada;North America
577;Rudyard Kipling;male;1865-12-30;British India;Asia
143;Russell A. Hulse;male;1950-11-28;USA;North America
742;Ryoji Noyori;male;1938-09-03;Japan;Asia
84;Sin-Itiro Tomonaga;male;1906-03-31;Japan;Asia
603;Sinclair Lewis;male;1885-02-07;USA;North America
339;Sir Alexander Fleming;male;1881-08-06;Scotland;Europe
693;Sir Arthur Lewis;male;1915-01-23;British West Indies;North America
488;Sir Austen Chamberlain;male;1863-10-16;United Kingdom;Europe
394;Sir Bernard Katz;male;1911-03-26;Germany;Europe
37;Sir Chandrasekhara Venkata Raman;male;1888-11-07;India;Asia
323;Sir Charles Sherrington;male;1857-11-27;United Kingdom;Europe
219;Sir Cyril Hinshelwood;male;1897-05-19;United Kingdom;Europe
369;Sir Frank Macfarlane Burnet;male;1899-09-03;Australia;Oceania
320;Sir Frederick Hopkins;male;1861-06-20;United Kingdom;Europe
965;Sir Gregory P. Winter;male;1951-04-14;United Kingdom;Europe
285;Sir Harold Kroto;male;1939-10-07;United Kingdom;Europe
330;Sir Henry Dale;male;1875-06-09;United Kingdom;Europe
341;Sir Howard Florey;male;1898-09-24;Australia;Oceania
932;Sir J. Fraser Stoddart;male;1942-05-24;United Kingdom;Europe
437;Sir James W. Black;male;1924-06-14;Scotland;Europe
874;Sir John B. Gurdon;male;1933-10-02;United Kingdom;Europe
375;Sir John Eccles;male;1903-01-27;Australia;Oceania
812;Sir Martin J. Evans;male;1941-01-01;United Kingdom;Europe
108;Sir Nevill F. Mott;male;1905-09-30;United Kingdom;Europe
498;Sir Norman Angell;male;1872-12-26;United Kingdom;Europe
737;Sir Paul Nurse;male;1949-01-25;United Kingdom;Europe
971;Sir Peter J. Ratcliffe;male;1954-05-14;United Kingdom;Europe
765;Sir Peter Mansfield;male;1933-10-09;United Kingdom;Europe
207;Sir Robert Robinson;male;1886-09-13;United Kingdom;Europe
163;Sir William Ramsay;male;1852-10-02;Scotland;Europe
242;Stanford Moore;male;1913-09-04;USA;North America
457;Stanley B. Prusiner;male;1942-05-28;USA;North America
434;Stanley Cohen;male;1922-11-17;USA;North America
910;Stefan W. Hell;male;1962-12-23;Romania;Europe
152;Steven Chu;male;1948-02-28;USA;North America
115;Steven Weinberg;male;1933-05-03;USA;North America
122;Subramanyan Chandrasekhar;male;1910-10-19;India;Asia
569;Sully Prudhomme;male;1839-03-16;France;Europe
425;Sune K. Bergström;male;1916-01-10;Sweden;Europe
436;Susumu Tonegawa;male;1939-09-05;Japan;Asia
162;Svante Arrhenius;male;1859-02-19;Sweden;Europe
924;Svetlana Alexievich;female;1948-05-31;Ukraine;Europe
750;Sydney Brenner;male;1927-01-13;South Africa;Africa
999;Syukuro Manabe;male;1931-09-21;Japan;Asia
619;T.S. Eliot;male;1888-09-26;USA;North America
350;Tadeus Reichstein;male;1897-07-20;Poland;Europe
919;Takaaki Kajita;male;1959-03-09;Japan;Asia
959;Tasuku Honjo;male;1942-01-27;Japan;Asia
871;Tawakkol Karman;female;1979-02-07;Yemen;Asia
551;The 14th Dalai Lama;male;1935-07-06;Tibet;Asia
183;The Svedberg;male;1884-08-30;Sweden;Europe
303;Theodor Kocher;male;1841-08-25;Switzerland;Europe
571;Theodor Mommsen;male;1817-11-30;Schleswig;Europe
793;Theodor W. Hänsch;male;1941-10-30;Germany;Europe
470;Theodore Roosevelt;male;1858-10-27;USA;North America
175;Theodore W. Richards;male;1868-01-31;USA;North America
692;Theodore W. Schultz;male;1902-04-30;USA;North America
842;Thomas A. Steitz;male;1940-08-23;USA;North America
800;Thomas C. Schelling;male;1921-04-14;USA;North America
886;Thomas C. Südhof;male;1955-12-22;Germany;Europe
325;Thomas H. Morgan;male;1866-09-25;USA;North America
357;Thomas H. Weller;male;1915-06-15;USA;North America
872;Thomas J. Sargent;male;1943-07-19;USA;North America
602;Thomas Mann;male;1875-06-06;Germany;Europe
274;Thomas R. Cech;male;1947-12-08;USA;North America
736;Tim Hunt;male;1943-02-19;United Kingdom;Europe
687;Tjalling C. Koopmans;male;1910-08-28;the Netherlands;Europe
478;Tobias Asser;male;1838-04-28;the Netherlands;Europe
921;Tomas Lindahl;male;1938-01-28;Sweden;Europe
868;Tomas Tranströmer;male;1931-04-15;Sweden;Europe
670;Toni Morrison;female;1931-02-18;USA;North America
424;Torsten N. Wiesel;male;1924-06-03;Sweden;Europe
828;Toshihide Maskawa;male;1940-02-07;Japan;Asia
703;Trygve Haavelmo;male;1911-12-13;Norway;Europe
69;Tsung-Dao Lee;male;1926-11-24;China;Asia
918;Tu Youyou;female;1930-12-30;China;Asia
395;Ulf von Euler;male;1905-02-07;Sweden;Europe
748;NA;NA;NA;NA;NA
525;NA;NA;NA;NA;NA
550;NA;NA;NA;NA;NA
747;V. S. Naipaul;NA;NA;NA;NA
117;Val Fitch;NA;NA;NA;NA
841;Venkatraman Ramakrishnan;NA;NA;NA;NA
585;Verner von Heidenstam;NA;NA;NA;NA
760;Vernon L. Smith;NA;NA;NA;NA
653;Vicente Aleixandre;NA;NA;NA;NA
42;Victor F. Hess;NA;NA;NA;NA
172;Victor Grignard;NA;NA;NA;NA
218;Vincent du Vigneaud;NA;NA;NA;NA
767;Vitaly L. Ginzburg;NA;NA;NA;NA
248;Vladimir Prelog;NA;NA;NA;NA
255;Walter Gilbert;NA;NA;NA;NA
67;Walter H. Brattain;NA;NA;NA;NA
347;Walter Hess;NA;NA;NA;NA
290;Walter Kohn;NA;NA;NA;NA
62;Walther Bothe;NA;NA;NA;NA
178;Walther Nernst;NA;NA;NA;NA
783;Wangari Maathai;NA;NA;NA;NA
683;Wassily Leontief;NA;NA;NA;NA
206;Wendell M. Stanley;NA;NA;NA;NA
414;Werner Arber;NA;NA;NA;NA
361;Werner Forssmann;NA;NA;NA;NA
38;Werner Heisenberg;NA;NA;NA;NA
1;Wilhelm Conrad Röntgen;male;1845-03-27;Prussia;Europe
168;Wilhelm Ostwald;male;1853-09-02;Russian Empire;Europe
16;Wilhelm Wien;male;1864-01-13;Prussia;Europe
224;Willard F. Libby;male;1908-12-17;USA;North America
839;Willard S. Boyle;male;1924-08-19;Canada;North America
315;Willem Einthoven;male;1860-05-21;Java, Dutch East Indies;Asia
123;William A. Fowler;male;1911-08-09;USA;North America
65;William B. Shockley;male;1910-02-13;United Kingdom;Europe
20;William Bragg;male;1862-07-02;United Kingdom;Europe
593;William Butler Yeats;male;1865-06-13;Ireland;Europe
916;William C. Campbell;male;1930-06-28;Ireland;Europe
968;William D. Nordhaus;male;1941-05-31;USA;North America
154;William D. Phillips;male;1948-11-05;USA;North America
911;William E. Moerner;male;1953-06-24;USA;North America
209;William F. Giauque;male;1895-05-12;Canada;North America
706;William F. Sharpe;male;1934-06-16;USA;North America
620;William Faulkner;male;1897-09-25;USA;North America
970;William G. Kaelin Jr;male;1957-11-23;USA;North America
660;William Golding;male;1911-09-19;United Kingdom;Europe
243;William H. Stein;male;1911-06-25;USA;North America
741;William Knowles;male;1917-06-01;USA;North America
249;William Lipscomb;male;1919-12-09;USA;North America
328;William P. Murphy;male;1892-02-06;USA;North America
716;William Vickrey;male;1914-06-21;Canada;North America
63;Willis E. Lamb;male;1913-07-12;USA;North America
529;Willy Brandt;male;1913-12-18;Germany;Europe
624;Winston Churchill;male;1874-11-30;United Kingdom;Europe
673;Wislawa Szymborska;female;1923-07-02;Poland;Europe
594;Wladyslaw Reymont;male;1867-05-07;Russian Empire;Europe
663;Wole Soyinka;male;1934-07-13;Nigeria;Africa
739;Wolfgang Ketterle;male;1957-10-21;West Germany;Europe
137;Wolfgang Paul;male;1913-08-10;Germany;Europe
50;Wolfgang Pauli;male;1900-04-25;Austria;Europe
483;Woodrow Wilson;male;1856-12-28;USA;North America
994;NA;NA;NA;NA;NA
557;Yasser Arafat;male;1929-08-24;Egypt;Africa
642;Yasunari Kawabata;male;1899-06-11;Japan;Asia
559;Yitzhak Rabin;male;1922-03-01;British Mandate of Palestine;Asia
826;Yoichiro Nambu;male;1921-01-18;Japan;Asia
927;Yoshinori Ohsumi;male;1945-02-09;Japan;Asia
265;Yuan T. Lee;male;1936-11-19;Taiwan;Asia
794;Yves Chauvin;male;1930-10-10;Belgium;Europe
726;Zhores Alferov;male;1930-03-15;USSR;Europe
